mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
1	1	0	0	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	0				
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1				
1	1	0	0	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	2				
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	3				
2	2	3	3	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	4				
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	5				
2	2	3	3	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	6\		
2	2	3	3	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	6				
2	2	5	5	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	7				
3	3	6	6	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	8				
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	9				
3	3	6	6	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	6\		
3	3	6	6	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	10				
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	11				
4	4	9	9	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	12				
4	4	9	9	0.0	0	0	FiguredBass	3/4	2	1	0				3/4	#		
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	13				
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	14				
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	15				
5	5	12	12	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	16				
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	17				
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	18				
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	19				
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	20				
6	6	15	15	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	6		
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	21				
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	22				
6	6	17	17	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/8	6		
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	23				
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	24				
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	25				
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	26				
7	7	18	18	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	6	4	
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	27				
7	7	19	19	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/2	5	#	
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	28				
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	29				
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	30				
9	9	24	24	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	31				
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	32				
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	33				
9	9	25	25	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	2		
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	34				
9	9	26	26	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	35				
10	10	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	36				
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	37				
10	10	27	27	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	h		
10	10	27	27	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	38				
10	10	29	29	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	5		
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	39				
11	11	30	30	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	40				
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	41				
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	42				
11	11	31	31	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	6	4	
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	43				
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	5	h	
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	44				
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	45				
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	46				
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	47				
13	13	36	36	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	6		
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	48				
13	13	38	38	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6\		
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	49				
14	14	39	39	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	50				
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	51				
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	52				
14	14	41	41	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	5h	h	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	53				
15	15	42	42	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	54				
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55				
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	56				
15	15	43	43	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	6h	5	
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	57				
15	15	44	44	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	5h	#	
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	58				
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	59				
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	60				
17	17	48	48	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	61				
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	62				
17	17	48	48	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	63				
17	17	50	50	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	64				
18	18	51	51	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	65				
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	66				
18	18	51	51	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	5		
18	18	51	51	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	67				
18	18	53	53	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	68				
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	69				0
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	70				0
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	71				
19	19	54	54	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	6		
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	72				
19	19	55	55	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	5		
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	73				
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	74				
20	20	57	57	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	75				
20	20	57	57	0.0	0	0	FiguredBass	3/4	2	1	0				3/4	#		
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	76				
21	21	60	60	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	77				
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	78				
21	21	60	60	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	5		
21	21	60	60	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	79				
21	21	62	62	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	80				
22	22	63	63	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	81				
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	82				
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	83				
22	22	65	65	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	4	3	
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	84				
23	23	66	66	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	85				1
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	86				1
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	87				
23	23	66	66	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	#		
23	23	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	88				
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	89				
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	90				
24	24	69	69	0.0	0	0	FiguredBass	3/4	2	1	0				3/4	#		
24	24	69	69	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	91				
25	25	72	72	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	92				
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	93				
25	25	72	72	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	94				
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	95				
26	26	75	75	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	96				
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	97				
26	26	75	75	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	5		
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	98				
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	99				
26	26	77	77	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6		
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	100				
27	27	78	78	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	101				
27	27	79	79	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	102				
27	27	78	78	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	103				
27	27	79	79	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	6	5	
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	104				
27	27	80	80	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	#		
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	105				
28	28	81	81	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	106				
28	28	81	81	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	107				
