mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0			
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1			
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2			
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	3			
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	4			
1	1	2	2	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	6	
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	5			
2	2	3	3	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	6			
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	7			
2	2	5	5	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	8			
2	2	3	3	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	9			
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	10			
3	3	6	6	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	11			
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	12			
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	13			
3	3	6	6	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	14			
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	15			
4	4	9	9	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	16			
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	17			
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	18			
4	4	9	9	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	19			
4	4	21/2	21/2	0.0	3/8	3/8	FiguredBass	3/4	2	1	0				1/8	6	
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	20			
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	21			
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	22			
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	23			
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	24			
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	25			
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	26			
6	6	15	15	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	27			
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	28			
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	29			
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	30			
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	31			
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32			
7	7	18	18	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	33			
7	7	18	18	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	34			
8	8	21	21	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	35			
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	36			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	37			
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	38			
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	39			
8	8	47/2	47/2	0.0	5/8	5/8	FiguredBass	3/4	2	1	0				1/8	_	
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	40			
9	9	24	24	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	41			
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	42			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	43			
9	9	24	24	0.0	0	0	FiguredBass	3/4	2	1	0				1/2	6	
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	44			
9	9	26	26	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	7	
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	45			
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	46			
10	10	27	27	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	9	4
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	47			
10	10	28	28	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/2	8	3
11	11	30	30	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	48			
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	49			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	50			
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	51			
