mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
11	11	32	32	0.0	1/2	1/2	FiguredBass	3/4	2	1	0				1/4	2	
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	52			
12	12	33	33	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	53			
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	54			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55			
12	12	33	33	0.0	0	0	FiguredBass	3/4	2	1	0				3/8	6	
12	12	33	33	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	56			
12	12	69/2	69/2	0.0	3/8	3/8	FiguredBass	3/4	2	1	0				1/8	6	
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	57			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	58			
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	59			
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	60			
13	13	36	36	0.0	0	0	FiguredBass	3/4	2	1	0				1/4	4	
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	61			
13	13	37	37	0.0	1/4	1/4	FiguredBass	3/4	2	1	0				1/4	3	
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	62			
