piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	SID	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_RE1755-031_SID017	1: 4/4	1: 0	15	15	60.0	20	20	80.0	108.0	101	54	0	0	0	17	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach weh! ach weh! wo soll ich hin						2021-02-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach weh! ach weh! wo soll ich hin	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-031_SID017.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-032_SID091	1: 4/4	1: 1	12	12	48.0	16	16	64.0	96.0	98	53	0	0	0	91	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach! wenn kömmet doch die Stunde						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach! wenn kömmet doch die Stunde	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-032_SID091.mscx	False	43-76 (G2-E5)	Piano	67-76 (G4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-033_SID025	1: 4/4	1: 2	13	13	52.0	18	18	72.0	94.0	89	47	0	0	0	25	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach! wie elend ist unser Zeit						2021-02-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach! wie elend ist unser Zeit	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-033_SID025.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-034	1: 4/4	1: -2	10	10	40.0	10	10	40.0	80.0	77	39	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach wie köstlich! ach wie tröstlich!						2022-06-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach wie köstlich! ach wie tröstlich!	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-034.mscx	False	41-75 (F2-Eb5)	Piano	67-75 (G4-Eb5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-035_SID081	1: 4/4	1: 2	16	16	64.0	24	24	96.0	118.0	106	59	0	0	0	81	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ach wunder-großer Sieges-Held						2021-04-07	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ach wunder-großer Sieges-Held	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-035_SID081.mscx	False	40-74 (E2-D5)	Piano	62-74 (D4-D5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-036_SID086	1: 4/4	1: 1	14	14	56.0	14	14	56.0	100.0	89	49	0	0	0	86	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ade, du süße Welt						2021-04-07	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ade, du süße Welt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-036_SID086.mscx	False	40-74 (E2-D5)	Piano	64-74 (E4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-037_SID004	1: 3/4	1: 1	21	20	61.0	21	20	61.0	120.0	97	55	0	0	0	4	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Allein Gott in der Höh sey Ehr						2021-02-11	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Allein Gott in der Höh sey Ehr	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-037_SID004.mscx	False	43-74 (G2-D5)	Piano	67-74 (G4-D5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-038_SID005	1: 4/4	1: -2	18	18	72.0	24	24	96.0	128.0	122	66	0	0	0	5	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Allein zu dir Herr Jesu Christ						2021-02-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Allein zu dir Herr Jesu Christ	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-038_SID005.mscx	False	42-75 (F#2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-039	1: 4/4	1: 1	9	9	36.0	9	9	36.0	72.0	63	33	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Allenthalben, wo ich gehe						2022-06-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Allenthalben, wo ich gehe	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-039.mscx	False	40-74 (E2-D5)	Piano	64-74 (E4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-040_SID003	1: 4/4	1: 1	12	12	48.0	12	12	48.0	96.0	93	48	0	0	0	3	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Alles was wir Gott gegeben						2021-02-11	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Alles was wir Gott gegeben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-040_SID003.mscx	False	38-76 (D2-E5)	Piano	64-76 (E4-E5)	Piano	38-59 (D2-B3)
A-MCAU_RE1755-041_SID028	1: 4/4	1: 0	19	19	76.0	25	25	100.0	130.0	124	67	0	0	0	28	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Allwißender vollkommner Geist						2021-02-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Allwißender vollkommner Geist	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-041_SID028.mscx	False	36-76 (C2-E5)	Piano	60-76 (C4-E5)	Piano	36-57 (C2-A3)
A-MCAU_RE1755-042_SID066	1: 3/4	1: -2	28	28	84.0	28	28	84.0	168.0	108	58	0	0	0	66	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Als Christus gebohren war						2021-04-07	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Als Christus gebohren war	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-042_SID066.mscx	False	38-77 (D2-F5)	Piano	65-77 (F4-F5)	Piano	38-58 (D2-Bb3)
A-MCAU_RE1755-043_SID023	1: 4/4	1: -1	15	15	60.0	20	20	80.0	104.0	92	47	0	0	0	23	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Also hat Gott die Welt geliebt						2021-02-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Also hat Gott die Welt geliebt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-043_SID023.mscx	False	41-77 (F2-F5)	Piano	64-77 (E4-F5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-044_SID072	1: 4/4	1: 0	14	14	56.0	19	19	76.0	96.0	88	49	0	0	0	72	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! ihr Reichs-Genoßen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! ihr Reichs-Genoßen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-044_SID072.mscx	False	43-76 (G2-E5)	Piano	64-76 (E4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-045	1: 3/4	1: 0	33	33	93.0	45	45	126.0	186.0	152	83	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! mein Geist auf!						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! mein Geist auf!	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-045.mscx	False	38-76 (D2-E5)	Piano	60-76 (C4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-046_SID059	1: 4/4	1: -3	13	13	52.0	21	21	84.0	90.0	81	42	0	0	0	59	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! mein Geist, ermuntre dich						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! mein Geist, ermuntre dich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-046_SID059.mscx	False	41-75 (F2-Eb5)	Piano	63-75 (Eb4-Eb5)	Piano	41-56 (F2-Ab3)
A-MCAU_RE1755-047_SID008	1: 4/4	1: 2	14	14	56.0	19	19	76.0	96.0	82	44	0	0	0	8	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! mein Geist, zu loben						2021-02-11	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! mein Geist, zu loben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-047_SID008.mscx	False	43-76 (G2-E5)	Piano	64-76 (E4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-048	1: 3/4	1: -1	19	19	57.0	26	26	78.0	114.0	82	44	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! mein Hertz mit Freuden						2022-06-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! mein Hertz mit Freuden	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-048.mscx	False	41-77 (F2-F5)	Piano	65-77 (F4-F5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-049	1: 4/4	1: -1	15	15	60.0	15	15	60.0	116.0	114	61	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! auf! weil der Tag erschienen						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! auf! weil der Tag erschienen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-049.mscx	False	36-77 (C2-F5)	Piano	62-77 (D4-F5)	Piano	36-58 (C2-Bb3)
A-MCAU_RE1755-050	1: 4/4	1: 2	11	11	44.0	15	15	60.0	84.0	81	41	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! hinauf zu deiner Freude						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! hinauf zu deiner Freude	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-050.mscx	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-051_SID032	1: 4/4	1: 1	9	9	36.0	14	14	56.0	68.0	61	32	0	0	0	32	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Fried und Freyheit ist die Krone						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Fried und Freyheit ist die Krone	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-051_SID032.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-052_SID073	1: 4/4	1: 0	19	19	76.0	27	27	108.0	138.0	116	60	0	0	0	73	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! ihr Christen laßt uns singen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! ihr Christen laßt uns singen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-052_SID073.mscx	False	36-76 (C2-E5)	Piano	60-76 (C4-E5)	Piano	36-57 (C2-A3)
A-MCAU_RE1755-053_SID076	1: 4/4	1: -2	7	7	28.0	7	7	28.0	48.0	45	23	0	0	0	76	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! laßet uns den Herren frölich singen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! laßet uns den Herren frölich singen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-053_SID076.mscx	False	38-74 (D2-D5)	Piano	67-74 (G4-D5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-054	1: 4/4	1: -2	13	13	52.0	13	13	52.0	92.0	83	45	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! lobt den Herrn und danckt						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! lobt den Herrn und danckt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-054.mscx	False	41-74 (F2-D5)	Piano	65-74 (F4-D5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-055_SID065	1: 4/4	1: -3	15	15	60.0	20	20	80.0	116.0	107	59	0	0	0	65	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! mein Herz, wach auf und singe						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! mein Herz, wach auf und singe	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-055_SID065.mscx	False	43-75 (G2-Eb5)	Piano	63-75 (Eb4-Eb5)	Piano	43-58 (G2-Bb3)
A-MCAU_RE1755-056_SID054	1: 4/4	1: 1	13	13	52.0	18	18	72.0	90.0	82	42	0	0	0	54	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! Seele, Jesus, Gottes-Lamm						2021-03-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! Seele, Jesus, Gottes-Lamm	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-056_SID054.mscx	False	42-76 (F#2-E5)	Piano	62-76 (D4-E5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-057	1: 4/4	1: -1	17	17	68.0	23	23	92.0	120.0	116	60	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Auf! Zion, auf, umgürte deine						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Auf! Zion, auf, umgürte deine	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-057.mscx	False	36-76 (C2-E5)	Piano	62-76 (D4-E5)	Piano	36-57 (C2-A3)
A-MCAU_RE1755-058_SID006	1: 4/4	1: -1	14	14	56.0	19	19	76.0	96.0	91	50	0	0	0	6	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Aus meines Hertzens-Grunde						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Aus meines Hertzens-Grunde	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-058_SID006.mscx	False	36-72 (C2-C5)	Piano	64-72 (E4-C5)	Piano	36-53 (C2-F3)
A-MCAU_RE1755-059_SID007	1: 4/4	1: 1	13	13	52.0	18	18	72.0	90.0	86	45	0	0	0	7	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Aus tiefer Noth schrey ich zu dir						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Aus tiefer Noth schrey ich zu dir	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-059_SID007.mscx	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-060	1: 4/4	1: -2	18	18	72.0	18	18	72.0	132.0	132	69	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Beklemmtes Hertz, was wilt du lange Sorgen						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Beklemmtes Hertz, was wilt du lange Sorgen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-060.mscx	False	38-75 (D2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	38-58 (D2-Bb3)
A-MCAU_RE1755-061	1: 4/4	1: 1	17	17	68.0	23	23	92.0	116.0	108	58	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Beschwertes Hertz, leg ab die Sorgen						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Beschwertes Hertz, leg ab die Sorgen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-061.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-062	1: 4/4	1: -1	13	13	52.0	13	13	52.0	96.0	88	46	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Bin ich allein ein Fremdling						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Bin ich allein ein Fremdling	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-062.mscx	False	40-76 (E2-E5)	Piano	62-76 (D4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-063_SID024	1: 3/4	1: -1	18	18	54.0	18	18	54.0	108.0	85	48	0	0	0	24	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Bist du nicht, Jesus, Gottes Sohn						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Bist du nicht, Jesus, Gottes Sohn	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-063_SID024.mscx	False	38-74 (D2-D5)	Piano	60-74 (C4-D5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-064_SID068	1: 4/4	1: 2	10	10	40.0	14	14	56.0	80.0	69	38	0	0	0	68	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Blicke meine Seele an						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Blicke meine Seele an	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-064_SID068.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-065	1: 4/4	1: -2	11	11	44.0	17	17	68.0	84.0	73	38	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Brunnquell aller Güter						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Brunnquell aller Güter	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-065.mscx	False	41-77 (F2-F5)	Piano	66-77 (F#4-F5)	Piano	41-58 (F2-Bb3)
