piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	SID	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_RE1755-101	1: 4/4	1: 1	14	14	56.0	18	18	72.0	96.0	85	43	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Erhabne Majestät! an						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Erhabne Majestät! an	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-101.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-59 (G2-B3)
A-MCAU_RE1755-102a_SID022	1: 4/4	1: -2	10	10	40.0	10	10	40.0	72.0	68	35	0	0	0	22	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Erhalt uns, Herr, bey deinem Wort [Melodie a]						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Erhalt uns, Herr, bey deinem Wort [Melodie a]	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-102a_SID022.mscx	False	41-77 (F2-F5)	Piano	66-77 (F#4-F5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-102b_SID070	1: 4/4	1: -2	13	13	52.0	13	13	52.0	94.0	85	44	0	0	0	70	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Erhalt uns, Herr, bey deinem Wort [Melodie b]						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Erhalt uns, Herr, bey deinem Wort [Melodie b]	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-102b_SID070.mscx	False	41-74 (F2-D5)	Piano	66-74 (F#4-D5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-103	1: 4/4	1: 1	15	15	60.0	15	15	60.0	102.0	96	50	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Erleuchte mich, Herr, mein Licht						2022-06-27	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Erleuchte mich, Herr, mein Licht	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-103.mscx	False	38-74 (D2-D5)	Piano	67-74 (G4-D5)	Piano	38-59 (D2-B3)
A-MCAU_RE1755-104_SID074	1: 4/4	1: 1	12	12	48.0	12	12	48.0	86.0	83	45	0	0	0	74	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ermuntre dich, Herz, Muth und Sinn						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ermuntre dich, Herz, Muth und Sinn	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-104_SID074.mscx	False	42-74 (F#2-D5)	Piano	67-74 (G4-D5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-105	1: 4/4	1: 1	22	22	88.0	22	22	88.0	154.0	145	77	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Erwach, o Mensch, erwache						2022-07-29	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Erwach, o Mensch, erwache	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-105.mscx	False	40-74 (E2-D5)	Piano	62-74 (D4-D5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-106_SID027	1: 4/4	1: 1	13	13	52.0	18	18	72.0	90.0	84	46	0	0	0	27	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Es spricht der unweisen Mund						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Es spricht der unweisen Mund	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-106_SID027.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-107_SID055	1: 4/4	1: -2	8	8	32.0	8	8	32.0	64.0	59	30	0	0	0	55	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ew'ge Weißheit, Jesu Christ						2021-03-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ew'ge Weißheit, Jesu Christ	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-107_SID055.mscx	False	38-74 (D2-D5)	Piano	65-74 (F4-D5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-108	1: 4/4	1: 0	15	15	60.0	15	15	60.0	116.0	113	62	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Fahre fort, fahre fort, Zion						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Fahre fort, fahre fort, Zion	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-108.mscx	False	38-76 (D2-E5)	Piano	60-76 (C4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-109	1: 4/4	1: -2	16	16	64.0	19	19	76.0	124.0	112	60	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Folget mir, ruft uns das Leben						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Folget mir, ruft uns das Leben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-109.mscx	False	42-75 (F#2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	42-58 (F#2-Bb3)
A-MCAU_RE1755-110	1: 4/4	1: -1	14	14	56.0	20	20	80.0	112.0	110	56	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Freuet euch, ihr Christen alle						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Freuet euch, ihr Christen alle	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-110.mscx	False	38-74 (D2-D5)	Piano	62-74 (D4-D5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-111_SID043	1: 4/4	1: -1	13	13	52.0	19	19	76.0	96.0	81	43	0	0	0	43	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, meine Freude, meines						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, meine Freude, meines	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-111_SID043.mscx	False	40-77 (E2-F5)	Piano	62-77 (D4-F5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-112	1: 4/4	1: -1	13	13	52.0	13	13	52.0	104.0	91	50	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Fröhlich soll mein Hertze springen						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Fröhlich soll mein Hertze springen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-112.mscx	False	41-77 (F2-F5)	Piano	65-77 (F4-F5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-113_SID057	1: 3/4	1: 1	37	36	109.0	37	36	109.0	216.0	165	91	0	0	0	57	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Frolocket ißt mit Händen						2021-03-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Frolocket ißt mit Händen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-113_SID057.mscx	False	40-74 (E2-D5)	Piano	62-74 (D4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-114	1: 4/4, 7: 3/4	1: 2	15	15	48.0	21	21	72.0	88.0	82	43	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gecreutzigter, mein Hertze sucht						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gecreutzigter, mein Hertze sucht	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-114.mscx	False	42-76 (F#2-E5)	Piano	66-76 (F#4-E5)	Piano	42-59 (F#2-B3)
A-MCAU_RE1755-115	1: 4/4	1: 1	19	19	76.0	23	23	92.0	132.0	124	65	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gedencke mein, Jehovah						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gedencke mein, Jehovah	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-115.mscx	False	38-76 (D2-E5)	Piano	64-76 (E4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-116	1: 4/4	1: 1	22	22	88.0	22	22	88.0	160.0	142	72	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gelaßenheit, du angenehmer Gast						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gelaßenheit, du angenehmer Gast	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-116.mscx	False	42-76 (F#2-E5)	Piano	63-76 (D#4-E5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-117	1: 3/4	1: -1	16	16	48.0	24	24	72.0	96.0	89	46	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Christen erwarten in allerley Fällen						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Christen erwarten in allerley Fällen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-117.mscx	False	41-76 (F2-E5)	Piano	60-76 (C4-E5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-118_SID030	1: 4/4	1: 1	12	12	48.0	12	12	48.0	84.0	76	40	0	0	0	30	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gelobet seyst du, Jesu Christ						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gelobet seyst du, Jesu Christ	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-118_SID030.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-119_SID038	1: 4/4	1: 0	25	25	100.0	33	33	132.0	172.0	153	78	0	0	0	38	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Herzlich lieb hab ich dich						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Herzlich lieb hab ich dich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-119_SID038.mscx	False	41-77 (F2-F5)	Piano	64-77 (E4-F5)	Piano	41-60 (F2-C4)
A-MCAU_RE1755-120	1: 3/4	1: -1	18	18	54.0	26	26	78.0	108.0	97	53	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gib dich zufrieden und sey stille						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gib dich zufrieden und sey stille	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-120.mscx	False	38-77 (D2-F5)	Piano	62-77 (D4-F5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-121	1: 4/4	1: 0	16	16	64.0	16	16	64.0	128.0	128	66	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott! den ich als Liebe kenne						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott! den ich als Liebe kenne	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-121.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-122_SID031	1: 4/4	1: 2	29	29	116.0	34	34	136.0	208.0	184	95	0	0	0	31	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott der Vater wohn uns bey						2021-02-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott der Vater wohn uns bey	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-122_SID031.mscx	False	40-76 (E2-E5)	Piano	62-76 (D4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-123_SID041	1: 4/4	1: 1	16	16	64.0	21	21	84.0	116.0	105	56	0	0	0	41	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott, der du selbst die Liebe bist						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott, der du selbst die Liebe bist	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-123_SID041.mscx	False	40-76 (E2-E5)	Piano	62-76 (D4-E5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-124	1: 4/4	1: 0	30	30	120.0	30	30	120.0	220.0	206	112	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott kans nicht böse meynen						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott kans nicht böse meynen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-124.mscx	False	38-76 (D2-E5)	Piano	64-76 (E4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-125	1: 4/4	1: 1	20	20	80.0	20	20	80.0	156.0	151	81	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott lebet noch! Seele was verz.						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott lebet noch! Seele was verz.	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-125.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-126_SID058	1: 4/4	1: 1	15	15	60.0	15	15	60.0	104.0	96	54	0	0	0	58	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott lob! die Stund ist kommen						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott lob! die Stund ist kommen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-126_SID058.mscx	False	42-74 (F#2-D5)	Piano	62-74 (D4-D5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-127	1: 4/4	1: 0	9	9	36.0	9	9	36.0	72.0	62	32	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott wills machen, daß die Sachen						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott wills machen, daß die Sachen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-127.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-128	1: 4/4	1: 1	21	21	84.0	28	28	112.0	162.0	137	74	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Gott sey gelobet und gebenedeyet						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Gott sey gelobet und gebenedeyet	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-128.mscx	False	40-74 (E2-D5)	Piano	60-74 (C4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-129	1: 4/4	1: 0	24	24	96.0	24	24	96.0	172.0	154	81	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Der Glaube ist der Sieg						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Der Glaube ist der Sieg	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-129.mscx	False	40-77 (E2-F5)	Piano	64-77 (E4-F5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-130_SID047	1: 4/4	1: 1	10	10	40.0	15	15	60.0	72.0	63	32	0	0	0	47	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Liebster Jesu, wir sind hier						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Liebster Jesu, wir sind hier	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-130_SID047.mscx	False	43-74 (G2-D5)	Piano	62-74 (D4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-131_SID095	1: 4/4	1: 4	13	13	52.0	18	18	72.0	100.0	96	51	0	0	0	95	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Herr! dir trau ich all mein Tage						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Herr! dir trau ich all mein Tage	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-131_SID095.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-59 (E2-B3)
A-MCAU_RE1755-132_SID094	1: 4/4	1: -1	10	10	40.0	10	10	40.0	72.0	66	34	0	0	0	94	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Herr Jesu Christ, wahr Mensch und						2022-04-06	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Herr Jesu Christ, wahr Mensch und	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-132_SID094.mscx	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-133_SID034	1: 4/4	1: 0	78	78	312.0	98	98	392.0	564.0	514	271	0	0	0	34	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Herr Gott, dich loben wir						2021-10-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Herr Gott, dich loben wir	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-133_SID034.mscx	False	40-74 (E2-D5)	Piano	60-74 (C4-D5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-134_SID035	1: 3/4	1: -1	17	16	49.0	17	16	49.0	96.0	72	41	0	0	0	35	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Herr Jesu Christ, dich zu uns wend						2021-10-22	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Herr Jesu Christ, dich zu uns wend	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-134_SID035.mscx	False	41-74 (F2-D5)	Piano	64-74 (E4-D5)	Piano	41-55 (F2-G3)
